Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,Guatemala,antigua,finca medina,juan luis alvarado romero,"siembras vision, s.a. / ing. jorge bolaños",Asociacion Nacional Del Café,ft,4563,1390.8024,1390.8024,1390.8024,275,69 kg,2012,"September 19th, 2012","September 19th, 2013",Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,2,0,Green
Arabica,Mexico,veracruz,los barreales 1112lbgr7230412,manuel herrera juarez,finca los barreales,AMECAFE,m,1170,1170,1170,1170,10,1 kg,2012,"August 31st, 2012","August 31st, 2013",Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,3,0,Green
Arabica,Mexico,juquila,jamaica,guillermo rojas saldana,NA,AMECAFE,m,1250,1250,1250,1250,40,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,13,0,Green
Arabica,El Salvador,NA,NA,adam kline,atlantic specialty coffee,Specialty Coffee Association,m,NA,NA,NA,NA,288,1 kg,2012,"August 21st, 2012","August 21st, 2013",Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,5,0,Green
Arabica,Mexico,veracruz,chilcuatla,sergio de la vequia bernardi,NA,AMECAFE,m,1100,1100,1100,1100,250,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,0,Green
Arabica,Mexico,canoas,comunidad de canoas,organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,AMECAFE,m,900,900,900,900,250,1 kg,2012,"April 2nd, 2012","April 2nd, 2013",Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,3,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750,1750,1750,1750,250,70 kg,2012,"February 22nd, 2012","February 21st, 2013",Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,1,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,c.i.racafe & cia s.c.a,Almacafé,m,de 1600 a 1950 msnm,1950,1600,1775,100,70 kg,2012,"February 9th, 2012","February 8th, 2013",Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,0,Green
Arabica,Brazil,NA,caxambu,nucoffee,nucoffee,NUCOFFEE,m,NA,NA,NA,NA,84,60 kg,2012,"January 23rd, 2012","January 22nd, 2013",Arusha,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,1,0,Green
Arabica,Colombia,cauca,NA,racafe & cia s.c.a,NA,Almacafé,m,NA,NA,NA,NA,149,70 kg,NA,"March 1st, 2011","February 29th, 2012",NA,NA,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,2,0,NA
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,934,934,934,934,320,60 kg,2016,"August 16th, 2016","August 16th, 2017",Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,5,1,Green
Arabica,Honduras,comayagua,las cuchillas,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1500,1500,1500,1500,200,69 kg,2015,"June 9th, 2016","June 9th, 2017",Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,2,1,Bluish-Green
Arabica,Nicaragua,jinotega,el brigadum - la coronela,"bencafe, s. a.","beneficiadora norteña de cafe, s. a. (bencafe)",Instituto Hondureño del Café,m,1000,1000,1000,1000,275,69 kg,NA,"March 15th, 2016","March 15th, 2017",NA,NA,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,1,0,Green
Arabica,"Tanzania, United Republic Of",ruvuma,langiro farm group,langiro farm group,tawoca,Africa Fine Coffee Association,m,1500-1800,1800,1500,1650,30,80 kg,2015,"November 16th, 2015","November 15th, 2016",Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,6,0,Green
Arabica,"Tanzania, United Republic Of",northern,NA,ibero coffee trading co (t) ltd,ibero tanzania,Tanzanian Coffee Board,m,1600,1600,1600,1600,300,60 kg,2015/2016,"October 20th, 2015","October 19th, 2016",Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,1,0,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,320,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,1,0,Green
Arabica,Thailand,thailand,NA,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,1,1 kg,2014,"June 9th, 2015","June 8th, 2016",NA,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,0,Bluish-Green
Arabica,Honduras,marcala,bethel,cadexsa,cadexsa,Instituto Hondureño del Café,m,1350,1350,1350,1350,275,1 kg,2015,"April 15th, 2015","April 14th, 2016",Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,2,0,Green
Arabica,Guatemala,atitlan,blue lake,essencecoffee,essence coffee,Blossom Valley International,m,1500,1500,1500,1500,250,69 kg,2014,"March 21st, 2015","March 20th, 2016",Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,4,0,Blue-Green
Arabica,Brazil,cerrado,NA,bourbon specialty coffees,bourbon specialty coffees,Brazil Specialty Coffee Association,m,NA,NA,NA,NA,300,60 kg,2014,"January 15th, 2015","January 15th, 2016",Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,1,0,Green
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",ilomba 2,tembo coffee company ltd,tembo coffee company ltd,Africa Fine Coffee Association,m,1700,1700,1700,1700,10,60 kg,2014,"December 15th, 2014","December 15th, 2015",Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,1,0,Green
Arabica,Mexico,veracruz,el pino,j.andrade,"café andrade, s.a. de c.v.",AMECAFE,m,1100,1100,1100,1100,200,1 kg,2013,"July 15th, 2014","July 15th, 2015",Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,0,Green
Arabica,Mexico,"la concordia, chiapas",NA,lusso lab,lusso coffee lab,Specialty Coffee Association,m,1200-1600m,1600,1200,1400,2,2 kg,2013,"April 10th, 2014","April 10th, 2015",Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,1,0,None
Arabica,Taiwan,yunlin 雲林縣石壁,song yue coffee 嵩岳咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,1200 m,1200,1200,1200,60,60 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",kan tou mountain coffee 崁頭山咖啡館,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,800 m,800,800,800,80,10 kg,2012,"May 29th, 2013","May 29th, 2014",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,exportadora de cafe condor s.a,Almacafé,m,1750 msnm,1750,1750,1750,250,70 kg,2013,"March 20th, 2013","March 20th, 2014",Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,1,0,Bluish-Green
Arabica,Mexico,san bartolo tutotepec,el nanchi,saul m. hernandez ramirez,NA,AMECAFE,m,1144,1144,1144,1144,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Typica,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,9,0,None
Arabica,Guatemala,oriente,NA,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1350,1350,1350,1350,250,1 kg,2012,"August 2nd, 2012","August 2nd, 2013",Caturra,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,2,0,None
Arabica,Mexico,altotonga,las truchas,salvador caro carrion,NA,AMECAFE,m,1000,1000,1000,1000,200,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,4,0,Green
Arabica,Mexico,colima,"la calera, barranca de la leona, el nogal",organizaciones de productores de cafe colimense,organizaciones de productores de cafe colimense sa de cv,AMECAFE,m,1200,1200,1200,1200,60,1 kg,2012,"July 2nd, 2012","July 2nd, 2013",Typica,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,1,0,Green
Arabica,Colombia,huila,NA,exportadora de cafe condor s.a,NA,Almacafé,m,1800 msnm,1800,1800,1800,250,70 kg,4T/10,"February 9th, 2011","February 9th, 2012",NA,NA,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,0,NA
Arabica,Indonesia,aceh gayo,various,sanjava coffee,pt. shriya artha nusantara,Specialty Coffee Association of Indonesia,m,1300,1300,1300,1300,2,1 kg,2017,"August 3rd, 2017","August 3rd, 2018",Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,3,0,NA
Arabica,Colombia,huila,NA,raúl vargas,skn caribecafe ltda,Almacafé,m,NA,NA,NA,NA,275,70 kg,2016,"February 20th, 2017","February 20th, 2018",Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,6,7,Green
Arabica,Brazil,south of minas,fazenda capoeirnha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,894,894,894,894,320,60 kg,2016,"August 16th, 2016","August 16th, 2017",Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,3,1,Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,1,1,1,1,320,2 kg,2015/2016,"October 8th, 2015","October 7th, 2016",Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,1,0,Green
Arabica,Costa Rica,tres rios,el patalillo,"cafetalera internacional cafinter, s.a.","cafetalera internacional cafinter, s.a.",Specialty Coffee Association of Costa Rica,m,1200-1400 masl,1400,1200,1300,275,350 kg,2015,"April 10th, 2015","April 9th, 2016",Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,0,Blue-Green
Arabica,"Tanzania, United Republic Of",kilimanjaro,ampcg,balam hinyula,volcafe/taylorwinch tanzania ltd,Tanzanian Coffee Board,m,1500,1500,1500,1500,300,2 kg,2014,"March 25th, 2015","March 24th, 2016",Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,5,0,Green
Arabica,"Tanzania, United Republic Of",ngorogoro,ngorogoro convenant estate,ngorogoro convenant estate,ngorogoro convenant estate,Africa Fine Coffee Association,m,1500 - 1700,1700,1500,1600,1,60 kg,2014,"January 8th, 2015","January 8th, 2016",Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,3,0,Green
Arabica,Colombia,NA,NA,cafe politico,cafe politico,Specialty Coffee Association,m,NA,NA,NA,NA,1,5 lbs,2013,"September 12th, 2014","September 12th, 2015",NA,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,0,Green
Arabica,Costa Rica,turrialba,cafetalera aquiares,"ceca, s.a.","ceca,s.a.",Specialty Coffee Association of Costa Rica,m,1.3,13,13,13,150,69 kg,2013,"March 21st, 2014","March 21st, 2015",Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,2,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,4,100 lbs,2012,"November 26th, 2012","November 26th, 2013",Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,0,Bluish-Green
Arabica,Mexico,coatepec,"cafetal el equimite, rancho agroecológico","el equimite, cafetal biodinámico",NA,AMECAFE,m,1300,1300,1300,1300,35,1 kg,2012,"September 10th, 2012","September 10th, 2013",Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,7,0,Green
Arabica,Mexico,tapachula,NA,julio perez hernandez,indigenas de la sierra madre de motozintla san isidro labrador s. de s.s.,AMECAFE,m,1800,1800,1800,1800,250,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,13,0,Green
Arabica,Mexico,coatepec,bola de oro,rosa aurora falcon fernandez,NA,AMECAFE,m,1250,1250,1250,1250,15,1 kg,2012,"July 26th, 2012","July 26th, 2013",Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,11,0,Green
Arabica,Vietnam,don duong,"apollo co., ltd.",royal base corporation,royal base corporation,Specialty Coffee Association,m,1040m,1040,1040,1040,1,2 kg,2012,"July 23rd, 2012","July 23rd, 2013",Other,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,2,0,Green
Arabica,Mexico,veracruz,tomatlancillo,sergio de la vequia bernardi,NA,AMECAFE,m,1250,1250,1250,1250,250,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,1,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,cqi,Specialty Coffee Association,ft,NA,NA,NA,NA,10,100 lbs,2012,"February 23rd, 2012","February 22nd, 2013",Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,2,0,Green
Arabica,Colombia,cauca,NA,carcafe ltda ci,NA,Almacafé,m,1600 msnm,1600,1600,1600,275,70 kg,January 2011,"April 18th, 2011","April 17th, 2012",NA,NA,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,5,0,NA
Arabica,Honduras,el paraíso,las moras,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1600,1600,1600,1600,275,69 kg,2017,"June 1st, 2017","June 1st, 2018",Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,1,0,Green
Arabica,Honduras,guinope el paraíso,las moras,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1600,1600,1600,1600,275,69 kg,2016,"April 6th, 2017","April 6th, 2018",Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,82,0.1,0,7,1,Green
Arabica,Brazil,south of minas,capoeirinha,ipanema coffees,ipanema coffees,Brazil Specialty Coffee Association,m,944,944,944,944,230,60 kg,2016,"August 16th, 2016","August 16th, 2017",Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,82,0.11,0,3,2,Green
Arabica,"Tanzania, United Republic Of",kilimanjaro,family farm,didas,tawoca,Africa Fine Coffee Association,m,1500-1800,1800,1500,1650,2,80 kg,2015,"November 16th, 2015","November 15th, 2016",Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,82,0.13,0,20,0,Green
Arabica,Laos,lao p.d.r.,club green,minwook ku,kettles coffee roasters,Specialty Coffee Institute of Asia,m,1250m,1250,1250,1250,1,2 kg,2015,"November 5th, 2015","November 4th, 2016",Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,82,0.12,0,0,0,Blue-Green
Arabica,"Tanzania, United Republic Of",meru,finca estate,finca estate,finca estate,Africa Fine Coffee Association,m,1300- 1400,1400,1300,1350,1,60 kg,2014,"December 18th, 2014","December 18th, 2015",Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,3,0,Green
Arabica,Malawi,mzuzu,chikali,afca,mzuzu coffee planters coop union,Africa Fine Coffee Association,m,2500m,2500,2500,2500,16,60 kg,2014,"October 31st, 2014","October 31st, 2015",Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,82,0.13,0,1,0,Bluish-Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區","you siang coffee farmtainan, taiwan 台灣台南優香咖啡","lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,600m,600,600,600,50,20 kg,2013,"July 22nd, 2014","July 22nd, 2015",Typica,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,82,0.09,0,0,0,Green
Arabica,Thailand,thailand,NA,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,1,1 kg,2013,"June 20th, 2014","June 20th, 2015",NA,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,0,Green
Arabica,Costa Rica,central valley,various,eric thormaehlen,coricafe s.a.,Specialty Coffee Association of Costa Rica,m,1200-1400,1400,1200,1300,250,1 kg,2013,"June 9th, 2014","June 9th, 2015",Catuai,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,82,0.1,0,4,0,Green
Arabica,Honduras,occidental,bsr,beneficio santa rosa,beneficio santa rosa s.a.,Instituto Hondureño del Café,m,1400 m.s.n.m.,1400,1400,1400,275,69 kg,2014,"April 30th, 2014","April 30th, 2015",Caturra,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,82,0.11,0,5,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,racafe & cia s.c.a,Almacafé,m,1800 - 2000,2000,1800,1900,250,70 kg,2013,"September 13th, 2013","September 13th, 2014",Caturra,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,82,0.11,0,1,0,Green
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",gao chun fang 高醇坊,"lin, che-hao krude 林哲豪","red on tree co., ltd.",Specialty Coffee Association,m,600-700 m,700,600,650,30,10 kg,2012,"June 3rd, 2013","June 3rd, 2014",Typica,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,82,0.12,0,0,0,Bluish-Green
Arabica,Brazil,"minas gerais, br",café do paraíso,owen carver,café do paraíso,Specialty Coffee Association,m,894m - 1183m,1183,894,1038.5,1,2 kg,2012,"May 21st, 2013","May 21st, 2014",Mundo Novo,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,82,0.11,0,0,0,Blue-Green
Arabica,Mexico,coscomatepec,la ceiba,jorge octavio escamilla prado,NA,AMECAFE,m,940,940,940,940,15,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,82,0.12,0,1,0,Green
Arabica,Brazil,south of minas,campo das flores,nucoffee,nucoffee,NUCOFFEE,m,1000m,1000,1000,1000,50,60 kg,2012,"June 4th, 2012","June 4th, 2013",Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,82,0.12,0,1,0,Green
Arabica,Brazil,cerrado,são josé da lagoa,nucoffee,nucoffee,NUCOFFEE,m,1050m,1050,1050,1050,75,60 kg,2012,"April 11th, 2012","April 11th, 2013",Catuai,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,82,0.11,0,1,0,Blue-Green
Arabica,Guatemala,san marcos,el faro,juan luis alvarado romero,"elfasa, s.a.",Asociacion Nacional Del Café,m,NA,NA,NA,NA,250,1 kg,2012,"March 26th, 2012","March 26th, 2013",Bourbon,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,82,0.11,0,3,0,Green
Arabica,Brazil,south of minas,santa mariana/são vicente,nucoffee,nucoffee,NUCOFFEE,m,950m,950,950,950,53,60 kg,2012,"February 17th, 2012","February 16th, 2013",Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,82,0.12,0,2,0,Green
Arabica,Guatemala,oriente,conquista / morito,felipe isaza,coffee resources inc.,Specialty Coffee Association,ft,4600 ft.,1402.08,1402.08,1402.08,250,2 kg,2012,"February 1st, 2012","January 31st, 2013",Bourbon,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,82,0,0,10,0,Green
Arabica,Colombia,huila,NA,racafe & cia s.c.a,NA,Almacafé,m,de 1.600 a 1.950 msn,1950,1600,1775,150,70 kg,Mayo a Julio,"July 29th, 2011","July 28th, 2012",Caturra,NA,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,82,0.07,0,2,0,NA
Arabica,Guatemala,oriente,la esperanza,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1901,1901,1901,1901,25,69 kg,2017,"August 22nd, 2017","August 22nd, 2018",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,81.92,0.1,0,1,0,Green
Arabica,Guatemala,santa rosa,las delicias,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4000,1219.2,1219.2,1219.2,50,69 kg,2017,"June 22nd, 2017","June 22nd, 2018",Bourbon,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,81.92,0.11,0,0,2,Green
Arabica,Honduras,comayagua,los hicaques,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1400,1400,1400,1400,274,67 kg,2017,"June 1st, 2017","June 1st, 2018",Caturra,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,81.92,0.12,0,1,0,Green
Arabica,Brazil,monte carmelo,santa bárbara,gabriel barbara,volcafe ltda.,Brazil Specialty Coffee Association,m,1020,1020,1020,1020,305,59 kg,2016 / 2017,"October 26th, 2016","October 26th, 2017",Catuai,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,81.92,0.11,0,4,0,Green
Arabica,El Salvador,"el balsamo, quezaltepec",la esperanza,consejo salvadoreño del café,consejo salvadoreño del café,Salvadoran Coffee Council,m,1250,1250,1250,1250,275,69 kg,2014,"May 5th, 2015","May 4th, 2016",Bourbon,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,81.92,0.11,0,2,0,Green
Arabica,Guatemala,nuevo oriente,las cebollas y anexos,juan luis alvarado romero,asociación nacional del café - anacafe -,Asociacion Nacional Del Café,m,1300 a 1800 mtrs. a nivel del mar,1800,1300,1550,275,69 kg,2015,"April 20th, 2015","April 19th, 2016",Catuai,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,81.92,0.11,0,7,0,Green
Arabica,"Tanzania, United Republic Of",mbeya,mcomafa farm no1155gr,mcomafa co ltd,mcomafa co. ltd,Africa Fine Coffee Association,m,1877,1877,1877,1877,114,60 kg,2014,"January 6th, 2015","January 6th, 2016",Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,4,0,Green
Arabica,Nicaragua,NA,NA,chris finch,volcafe specialty coffee,Specialty Coffee Association,m,NA,NA,NA,NA,275,5 lbs,2013,"July 29th, 2014","July 29th, 2015",NA,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,81.92,0.12,3,4,0,Green
Arabica,Zambia,mubuyu estate,mubuyu munali,lusso lab,lusso coffee lab,Specialty Coffee Association,m,1000-1500m,1500,1000,1250,13,2 kg,2014,"June 20th, 2014","June 20th, 2015",SL28,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,81.92,0,1,3,0,NA
Arabica,Honduras,NA,NA,rob tuttle,thrive farmers,Specialty Coffee Association,m,NA,NA,NA,NA,1,2 kg,2012,"January 17th, 2014","January 17th, 2015",NA,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,81.92,0.11,0,0,0,Green
Arabica,Taiwan,taichung xinshe 台中市新社區,dragon coffee 龍咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,1000 m,1000,1000,1000,35,30 kg,2012,"December 26th, 2013","December 26th, 2014",Typica,Other,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,81.92,0.11,0,0,0,Green
Arabica,Mexico,chiapas,various,calixto guillen vazquez,"finca triunfo verde, s.c.",AMECAFE,m,1300,1300,1300,1300,450,1 kg,2013,"March 29th, 2013","March 29th, 2014",Bourbon,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,81.92,0.12,0,6,0,Green
Arabica,Mexico,"chapulhuacan, hidalgo",platanal,saul m. hernandez ramirez,NA,AMECAFE,m,981,981,981,981,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Typica,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,81.92,0.13,2,7,0,None
Arabica,Mexico,"huazalingo, hidalgo",texpanco,saul m. hernandez ramirez,NA,AMECAFE,m,690,690,690,690,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Mundo Novo,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,81.92,0.14,2,8,0,None
Arabica,Mexico,veracruz,la laja,juan hermilio sampieri carcamo,NA,AMECAFE,m,1650,1650,1650,1650,30,1 kg,2012,"July 11th, 2012","July 11th, 2013",Other,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,81.92,0.12,0,4,0,Green
